word,word_length,starts_with,ends_with,has_definition,definition_count,part_of_speech,definition,examples,synset_name
moore,5,m,e,True,6,n,United States composer of works noted for their use of the American vernacular (1893-1969),,moore.n.01
moored,6,m,d,True,3,v,secure in or as if in a berth or dock,tie up the boat,moor.v.01
mooring,7,m,g,True,5,n,a place where a craft can be made fast,,mooring.n.01
moorish,7,m,h,True,2,n,a style of architecture common in Spain from the 13th to 16th centuries; characterized by horseshoe-shaped arches,,moorish.n.01
moors,5,m,s,True,5,n,one of the Muslim people of north Africa; of mixed Arab and Berber descent; converted to Islam in the 8th century; conqueror of Spain in the 8th century,,moor.n.01
moos,4,m,s,True,2,n,the sound made by a cow or bull,,moo.n.01
moot,4,m,t,True,4,n,a hypothetical case that law students argue as an exercise,he organized the weekly moot,moot.n.01
mop,3,m,p,True,3,n,cleaning implement consisting of absorbent material fastened to a handle; for cleaning floors,,swab.n.02
mopped,6,m,d,True,2,v,to wash or wipe with or as if with a mop,Mop the hallway now; He mopped her forehead with a towel,wipe_up.v.01
mopping,7,m,g,True,3,n,cleaning with a mop,he gave it a good mopping,swabbing.n.01
mops,4,m,s,True,3,n,cleaning implement consisting of absorbent material fastened to a handle; for cleaning floors,,swab.n.02
moral,5,m,l,True,3,n,the significance of a story or event,the moral of the story is to love thy neighbor,moral.n.01
morale,6,m,e,True,2,n,a state of individual psychological well-being based upon a sense of confidence and usefulness and purpose,,morale.n.01
morally,7,m,y,True,2,r,with respect to moral principles,morally unjustified,morally.r.01
morals,6,m,s,True,2,n,motivation based on ideas of right and wrong,,ethical_motive.n.01
morass,6,m,s,True,1,n,a soft wet area of low-lying land that sinks underfoot,,mire.n.01
morbid,6,m,d,True,3,s,suggesting an unhealthy mental state,morbid interest in death; morbid curiosity,morbid.s.01
more,4,m,e,True,5,n,"English statesman who opposed Henry VIII's divorce from Catherine of Aragon and was imprisoned and beheaded; recalled for his concept of Utopia, the ideal state",,more.n.01
morel,5,m,l,True,1,n,any of various edible mushrooms of the genus Morchella having a brownish spongelike cap,,morel.n.01
mores,5,m,s,True,2,n,(sociology) the conventions that embody the fundamental values of a group,,mores.n.01
morgan,6,m,n,True,6,n,United States anthropologist who studied the Seneca (1818-1881),,morgan.n.01
morgen,6,m,n,True,1,n,a South African unit of measure equal to about 2 acres,,morgen.n.01
morgue,6,m,e,True,1,n,a building (or room) where dead bodies are kept before burial or cremation,,morgue.n.01
morley,6,m,y,True,1,n,United States chemist and physicist who collaborated with Michelson in the Michelson-Morley experiment (1838-1923),,morley.n.01
mormon,6,m,n,True,3,n,the ancient prophet whose writings were revealed to Joseph Smith who founded the Church of Jesus Christ of Latter-Day Saints,,mormon.n.01
morning,7,m,g,True,4,n,the time period between dawn and noon,I spent the morning running errands,morning.n.01
morocco,7,m,o,True,2,n,a kingdom (constitutional monarchy) in northwestern Africa with a largely Muslim population; achieved independence from France in 1956,,morocco.n.01
morose,6,m,e,True,1,s,showing a brooding ill humor; ; ; ; ; ; - Bruce Bliven,"a dark scowl; the proverbially dour New England Puritan; a glum, hopeless shrug; he sat in moody silence; a morose and unsociable manner; a saturnine, almost misanthropic young genius; a sour temper; a sullen crowd",dark.s.06
morris,6,m,s,True,4,n,United States suffragist in Wyoming (1814-1902),,morris.n.01
morrow,6,m,w,True,1,n,the next day,whenever he arrives she leaves on the morrow,morrow.n.01
morse,5,m,e,True,2,n,a telegraph code in which letters and numbers are represented by strings of dots and dashes (short and long signals),,morse.n.01
morsel,6,m,l,True,2,n,a small quantity of anything,a morsel of paper was all he needed,morsel.n.01
morsels,7,m,s,True,2,n,a small quantity of anything,a morsel of paper was all he needed,morsel.n.01
mortal,6,m,l,True,5,n,a human being,there was too much for one person to do,person.n.01
mortals,7,m,s,True,1,n,a human being,there was too much for one person to do,person.n.01
mortar,6,m,r,True,4,n,a muzzle-loading high-angle gun with a short barrel that fires shells at high elevations for a short range,,mortar.n.01
mortars,7,m,s,True,4,n,a muzzle-loading high-angle gun with a short barrel that fires shells at high elevations for a short range,,mortar.n.01
morton,6,m,n,True,1,n,United States jazz musician who moved from ragtime to New Orleans jazz (1885-1941),,morton.n.01
mosaic,6,m,c,True,7,n,art consisting of a design made of small pieces of colored stone or glass,,mosaic.n.01
mosaics,7,m,s,True,6,n,art consisting of a design made of small pieces of colored stone or glass,,mosaic.n.01
moscow,6,m,w,True,1,n,a city of central European Russia; formerly capital of both the Soviet Union and Soviet Russia; since 1991 the capital of the Russian Federation,,moscow.n.01
moses,5,m,s,True,2,n,(Old Testament) the Hebrew prophet who led the Israelites from Egypt across the Red sea on a journey known as the Exodus; Moses received the Ten Commandments from God on Mount Sinai,,moses.n.01
moslem,6,m,m,True,2,n,a believer in or follower of Islam,,muslim.n.01
moslems,7,m,s,True,1,n,a believer in or follower of Islam,,muslim.n.01
mosque,6,m,e,True,1,n,(Islam) a Muslim place of worship that usually has a minaret,,mosque.n.01
mosques,7,m,s,True,1,n,(Islam) a Muslim place of worship that usually has a minaret,,mosque.n.01
moss,4,m,s,True,1,n,tiny leafy-stemmed flowerless plants,,moss.n.01
most,4,m,t,True,5,a,(superlative of `many' used with count nouns and often preceded by `the') quantifier meaning the greatest in number,who has the most apples?; most people like eggs; most fishes have fins,most.a.01
mostly,6,m,y,True,2,r,in large part; mainly or chiefly,These accounts are largely inactive,largely.r.01
mot,3,m,t,True,2,n,a clever remark,,bon_mot.n.01
motel,5,m,l,True,1,n,a motor hotel,,motel.n.01
motels,6,m,s,True,1,n,a motor hotel,,motel.n.01
motet,5,m,t,True,1,n,an unaccompanied choral composition with sacred lyrics; intended to be sung as part of a church service; originated in the 13th century,,motet.n.01
motets,6,m,s,True,1,n,an unaccompanied choral composition with sacred lyrics; intended to be sung as part of a church service; originated in the 13th century,,motet.n.01
moth,4,m,h,True,1,n,typically crepuscular or nocturnal insect having a stout body and feathery or hairlike antennae,,moth.n.01
mother,6,m,r,True,7,n,a woman who has given birth to a child (also used as a term of address to your mother),the mother of three children,mother.n.01
mothers,7,m,s,True,7,n,a woman who has given birth to a child (also used as a term of address to your mother),the mother of three children,mother.n.01
moths,5,m,s,True,1,n,typically crepuscular or nocturnal insect having a stout body and feathery or hairlike antennae,,moth.n.01
motif,5,m,f,True,3,n,"a design or figure that consists of recurring shapes or colors, as in architecture or decoration",,motif.n.01
motifs,6,m,s,True,3,n,"a design or figure that consists of recurring shapes or colors, as in architecture or decoration",,motif.n.01
motion,6,m,n,True,8,n,the use of movements (especially of the hands) to communicate familiar or prearranged signals,,gesture.n.02
motions,7,m,s,True,8,n,the use of movements (especially of the hands) to communicate familiar or prearranged signals,,gesture.n.02
motive,6,m,e,True,5,n,the psychological feature that arouses an organism to action toward a desired goal; the reason for the action; that which gives purpose and direction to behavior,we did not understand his motivation; he acted with the best of motives,motivation.n.01
motives,7,m,s,True,6,n,the psychological feature that arouses an organism to action toward a desired goal; the reason for the action; that which gives purpose and direction to behavior,we did not understand his motivation; he acted with the best of motives,motivation.n.01
motley,6,m,y,True,7,n,a collection containing a variety of sorts of things,a great assortment of cars was on display; he had a variety of disorders; a veritable smorgasbord of religions,assortment.n.01
motor,5,m,r,True,5,n,machine that converts other forms of energy into mechanical energy and so imparts motion,,motor.n.01
motors,6,m,s,True,3,n,machine that converts other forms of energy into mechanical energy and so imparts motion,,motor.n.01
mottled,7,m,d,True,3,v,mark with spots or blotches of different color or shades of color as if stained,,mottle.v.01
motto,5,m,o,True,1,n,a favorite saying of a sect or political group,,motto.n.01
mould,5,m,d,True,11,n,loose soil rich in organic matter,,mold.n.03
mound,5,m,d,True,6,n,(baseball) the slight elevation on which the pitcher stands,,mound.n.01
mounded,7,m,d,True,1,v,form into a rounded elevation,mound earth,mound.v.01
mounds,6,m,s,True,6,n,(baseball) the slight elevation on which the pitcher stands,,mound.n.01
mount,5,m,t,True,13,n,a lightweight horse kept for riding only,,saddle_horse.n.01
mounted,7,m,d,True,10,v,attach to a support,They mounted the aerator on a floating,mount.v.01
mounts,6,m,s,True,13,n,a lightweight horse kept for riding only,,saddle_horse.n.01
mourn,5,m,n,True,2,v,feel sadness,She is mourning her dead child,mourn.v.01
mourned,7,m,d,True,2,v,feel sadness,She is mourning her dead child,mourn.v.01
mouse,5,m,e,True,6,n,any of numerous small rodents typically resembling diminutive rats having pointed snouts and small ears on elongated bodies with slender usually hairless tails,,mouse.n.01
mousy,5,m,y,True,3,s,quiet and timid and ineffectual,,mousy.s.01
mouth,5,m,h,True,11,n,the opening through which food is taken in and vocalizations emerge,he stuffed his mouth with candy,mouth.n.01
mouthed,7,m,d,True,3,v,express in speech,She talks a lot of nonsense; This depressed patient does not verbalize,talk.v.02
mouths,6,m,s,True,11,n,the opening through which food is taken in and vocalizations emerge,he stuffed his mouth with candy,mouth.n.01
movable,7,m,e,True,3,n,personal as opposed to real property; any tangible movable property (furniture or domestic animals or a car etc),,chattel.n.01
move,4,m,e,True,21,n,the act of deciding to do something,he didn't make a move to help; his first move was to hire a lawyer,move.n.01
moved,5,m,d,True,17,v,"change location; move, travel, or proceed, also metaphorically",How fast does your new car go?; We travelled from Rome to Naples by bus; The policemen went from door to door looking for the suspect; The soldiers moved towards the city in an attempt to take it before night fell; news travelled fast,travel.v.01
movers,6,m,s,True,4,n,workman employed by a moving company,the movers were very careful with the grand piano,mover.n.01
moves,5,m,s,True,21,n,the act of deciding to do something,he didn't make a move to help; his first move was to hire a lawyer,move.n.01
movie,5,m,e,True,1,n,a form of entertainment that enacts a story by sound and a sequence of images giving the illusion of continuous movement,they went to a movie every Saturday night; the film was shot on location,movie.n.01
movies,6,m,s,True,1,n,a form of entertainment that enacts a story by sound and a sequence of images giving the illusion of continuous movement,they went to a movie every Saturday night; the film was shot on location,movie.n.01
moving,6,m,g,True,19,v,"change location; move, travel, or proceed, also metaphorically",How fast does your new car go?; We travelled from Rome to Naples by bus; The policemen went from door to door looking for the suspect; The soldiers moved towards the city in an attempt to take it before night fell; news travelled fast,travel.v.01
mowed,5,m,d,True,2,v,cut with a blade or mower,mow the grass,mow.v.01
mozart,6,m,t,True,2,n,prolific Austrian composer and child prodigy; master of the classical style in all its forms of his time (1756-1791),,mozart.n.01
mph,3,m,h,True,2,n,the ratio of the distance traveled (in miles) to the time spent traveling (in hours),,miles_per_hour.n.01
mr.,3,m,.,True,1,n,a form of address for a man,,mister.n.01
mrs,3,m,s,True,2,n,a form of address for a married woman,,mrs.n.01
mrs.,4,m,.,True,1,n,a form of address for a married woman,,mrs.n.01
mubarak,7,m,k,True,1,n,Egyptian statesman who became president in 1981 after Sadat was assassinated (born in 1929),,mubarak.n.01
much,4,m,h,True,7,n,a great amount or extent,they did much for humanity,much.n.01
muck,4,m,k,True,5,n,"any thick, viscous matter",,sludge.n.02
mucking,7,m,g,True,3,v,"remove muck, clear away muck, as in a mine",,muck.v.01
mucosa,6,m,a,True,1,n,mucus-secreting membrane lining all body cavities or passages that communicate with the exterior,,mucous_membrane.n.01
mucus,5,m,s,True,1,n,protective secretion of the mucus membranes; in the gut it lubricates the passage of food and protects the epithelial cells; in the nose and throat and lungs it can make it difficult for bacteria to penetrate the body through the epithelium,,mucus.n.01
mud,3,m,d,True,4,n,water soaked soil; soft wet earth,,mud.n.01
muddied,7,m,d,True,4,v,dirty with mud,,muddy.v.01
muddy,5,m,y,True,7,v,dirty with mud,,muddy.v.01
muezzin,7,m,n,True,1,n,the Muslim official of a mosque who summons the faithful to prayer from a minaret five times a day,,muezzin.n.01
muff,4,m,f,True,4,n,a warm tubular covering for the hands,,muff.n.01
muffins,7,m,s,True,1,n,a sweet quick bread baked in a cup-shaped pan,,muffin.n.01
muffled,7,m,d,True,4,v,conceal or hide,smother a yawn; muffle one's anger; strangle a yawn,smother.v.03
muffler,7,m,r,True,3,n,a tubular acoustic device inserted in the exhaust system that is designed to reduce noise,,silencer.n.02
mug,3,m,g,True,5,n,the quantity that can be held in a mug,,mug.n.01
muggers,7,m,s,True,1,n,a robber who takes property by threatening or performing violence on the person who is robbed (usually on the street),,mugger.n.01
muggy,5,m,y,True,1,s,hot or warm and humid,muggy weather; the steamy tropics; sticky weather,muggy.s.01
mugs,4,m,s,True,5,n,the quantity that can be held in a mug,,mug.n.01
muir,4,m,r,True,1,n,United States naturalist (born in England) who advocated the creation of national parks (1838-1914),,muir.n.01
mulch,5,m,h,True,2,n,a protective covering of rotting vegetable matter spread to reduce evaporation and soil erosion,,mulch.n.01
mule,4,m,e,True,2,n,hybrid offspring of a male donkey and a female horse; usually sterile,,mule.n.01
mules,5,m,s,True,2,n,hybrid offspring of a male donkey and a female horse; usually sterile,,mule.n.01
mullah,6,m,h,True,1,n,a Muslim trained in the doctrine and law of Islam; the head of a mosque,,mullah.n.01
muller,6,m,r,True,9,n,Swiss chemist who synthesized DDT and discovered its use as an insecticide (1899-1965),,muller.n.01
mulling,7,m,g,True,2,v,reflect deeply on a subject,I mulled over the events of the afternoon; philosophers have speculated on the question of God for thousands of years; The scientist must stop to observe and start to excogitate,chew_over.v.01
mum,3,m,m,True,4,n,of China,,florist's_chrysanthemum.n.01
mumble,6,m,e,True,3,n,a soft indistinct utterance,,mumble.n.01
mumbled,7,m,d,True,2,v,talk indistinctly; usually in a low voice,,mumble.v.01
mummies,7,m,s,True,2,n,informal terms for a mother,,ma.n.01
munch,5,m,h,True,3,n,Norwegian painter (1863-1944),,munch.n.01
munched,7,m,d,True,1,v,chew noisily,The children crunched the celery sticks,crunch.v.03
mundane,7,m,e,True,3,s,found in the ordinary course of events; ; ; - Anita Diamant,a placid everyday scene; it was a routine day; there's nothing quite like a real...train conductor to add color to a quotidian commute,everyday.s.01
munich,6,m,h,True,1,n,the capital and largest city of Bavaria in southwestern Germany,,munich.n.01
mural,5,m,l,True,2,n,a painting that is applied to a wall surface,,mural.n.01
murder,6,m,r,True,3,n,unlawful premeditated killing of a human being by a human being,,murder.n.01
murders,7,m,s,True,3,n,unlawful premeditated killing of a human being by a human being,,murder.n.01
murky,5,m,y,True,2,s,(of liquids) clouded as with sediment,a cloudy liquid; muddy coffee; murky waters,cloudy.s.03
murmur,6,m,r,True,6,n,a low continuous indistinct sound; often accompanied by movement of the lips without the production of articulate speech,,mutter.n.01
murphy,6,m,y,True,1,n,an edible tuber native to South America; a staple food of Ireland,,potato.n.01
murray,6,m,y,True,3,n,British classical scholar (born in Australia) who advocated the League of Nations and the United Nations (1866-1957),,murray.n.01
murrow,6,m,w,True,1,n,United States broadcast journalist remembered for his reports from London during World War II (1908-1965),,murrow.n.01
muscle,6,m,e,True,6,n,one of the contractile organs of the body,,muscle.n.01
muscled,7,m,d,True,1,v,make one's way by force,He muscled his way into the office,muscle.v.01
muscles,7,m,s,True,6,n,one of the contractile organs of the body,,muscle.n.01
muscovy,7,m,y,True,1,n,a Russian principality in the 13th to 16th centuries; Moscow was the capital,,muscovy.n.01
muse,4,m,e,True,3,n,in ancient Greek mythology any of 9 daughters of Zeus and Mnemosyne; protector of an art or science,,muse.n.01
mused,5,m,d,True,1,v,reflect deeply on a subject,I mulled over the events of the afternoon; philosophers have speculated on the question of God for thousands of years; The scientist must stop to observe and start to excogitate,chew_over.v.01
muses,5,m,s,True,4,n,in ancient Greek mythology any of 9 daughters of Zeus and Mnemosyne; protector of an art or science,,muse.n.01
museum,6,m,m,True,1,n,a depository for collecting and displaying objects having scientific or historical or artistic value,,museum.n.01
museums,7,m,s,True,1,n,a depository for collecting and displaying objects having scientific or historical or artistic value,,museum.n.01
musial,6,m,l,True,1,n,United States baseball player (born in 1920),,musial.n.01
music,5,m,c,True,5,n,an artistic form of auditory communication incorporating instrumental or vocal tones in a structured and continuous manner,,music.n.01
musical,7,m,l,True,5,n,a play or film whose action and dialogue is interspersed with singing and dancing,,musical.n.01
musing,6,m,g,True,3,n,"a calm, lengthy, intent consideration",,contemplation.n.02
musings,7,m,s,True,1,n,"a calm, lengthy, intent consideration",,contemplation.n.02
musket,6,m,t,True,1,n,a muzzle-loading shoulder gun with a long barrel; formerly used by infantrymen,,musket.n.01
muskets,7,m,s,True,1,n,a muzzle-loading shoulder gun with a long barrel; formerly used by infantrymen,,musket.n.01
muslim,6,m,m,True,2,n,a believer in or follower of Islam,,muslim.n.01
muslims,7,m,s,True,1,n,a believer in or follower of Islam,,muslim.n.01
mussels,7,m,s,True,2,n,black marine bivalves usually steamed in wine,,mussel.n.01
must,4,m,t,True,4,n,a necessary or essential thing,seat belts are an absolute must,must.n.01
mustang,7,m,g,True,1,n,small hardy range horse of the western plains descended from horses brought by the Spanish,,mustang.n.01
mustard,7,m,d,True,3,n,any of several cruciferous plants of the genus Brassica,,mustard.n.01
muster,6,m,r,True,4,n,a gathering of military personnel for duty,he was thrown in the brig for missing muster,muster.n.01
musts,5,m,s,True,3,n,a necessary or essential thing,seat belts are an absolute must,must.n.01
mutants,7,m,s,True,2,n,(biology) an organism that has characteristics resulting from chromosomal alteration,,mutant.n.01
mute,4,m,e,True,5,n,a deaf person who is unable to speak,,mute.n.01
muted,5,m,d,True,3,v,"deaden (a sound or noise), especially by wrapping",,muffle.v.02
mutely,6,m,y,True,1,r,without speaking,he sat mutely next to her,mutely.r.01
mutiny,6,m,y,True,2,n,open rebellion against constituted authority (especially by seamen or soldiers against their officers),,mutiny.n.01
mutter,6,m,r,True,4,n,a low continuous indistinct sound; often accompanied by movement of the lips without the production of articulate speech,,mutter.n.01
mutters,7,m,s,True,4,n,a low continuous indistinct sound; often accompanied by movement of the lips without the production of articulate speech,,mutter.n.01
mutton,6,m,n,True,1,n,meat from a mature domestic sheep,,mouton.n.01
mutual,6,m,l,True,2,s,common to or shared by two or more parties,a common friend; the mutual interests of management and labor,common.s.03
muzzle,6,m,e,True,7,n,the open circular discharging end of a gun,,gun_muzzle.n.01
muzzles,7,m,s,True,7,n,the open circular discharging end of a gun,,gun_muzzle.n.01
mvp,3,m,p,True,1,n,the player judged to be the most important to the sport,,most_valuable_player.n.01
mycenae,7,m,e,True,1,n,an ancient city is southern Greece; center of the Mycenaean civilization during the late Bronze Age,,mycenae.n.01
myeloid,7,m,d,True,2,a,of or relating to bone marrow,,myeloid.a.01
mylar,5,m,r,True,1,n,a thin polyester film,,mylar.n.01
myopia,6,m,a,True,1,n,(ophthalmology) eyesight abnormality resulting from the eye's faulty refractive ability; distant objects appear blurred,,myopia.n.01
myopic,6,m,c,True,2,a,unable to see distant objects clearly,,nearsighted.a.01
myosin,6,m,n,True,1,n,the commonest protein in muscle; a globulin that combines with actin to form actomyosin,,myosin.n.01
myriad,6,m,d,True,3,n,a large indefinite number,he faced a myriad of details,myriad.n.01
myrrh,5,m,h,True,1,n,aromatic resin that is burned as incense and used in perfume,,myrrh.n.01
myrtle,6,m,e,True,2,n,widely cultivated as a groundcover for its dark green shiny leaves and usually blue-violet flowers,,myrtle.n.01
mystery,7,m,y,True,2,n,something that baffles understanding and cannot be explained,how it got out is a mystery; it remains one of nature's secrets,mystery.n.01
mystic,6,m,c,True,4,n,someone who believes in the existence of realities beyond human comprehension,,mystic.n.01
mystics,7,m,s,True,1,n,someone who believes in the existence of realities beyond human comprehension,,mystic.n.01
myth,4,m,h,True,1,n,a traditional story accepted as history; serves to explain the world view of a people,,myth.n.01
mythic,6,m,c,True,2,a,relating to or having the nature of myth,a novel of almost mythic consequence,mythic.a.01
myths,5,m,s,True,1,n,a traditional story accepted as history; serves to explain the world view of a people,,myth.n.01
nab,3,n,b,True,3,v,tag the base runner to get him out,,nab.v.01
nabbed,6,n,d,True,3,v,tag the base runner to get him out,,nab.v.01
nadir,5,n,r,True,2,n,an extreme state of adversity; the lowest point of anything,,nadir.n.01
nagged,6,n,d,True,3,v,bother persistently with trivial complaints,She nags her husband all day long,nag.v.01
nagging,7,n,g,True,4,v,bother persistently with trivial complaints,She nags her husband all day long,nag.v.01
nail,4,n,l,True,10,n,horny plate covering and protecting part of the dorsal surface of the digits,,nail.n.01
nailed,6,n,d,True,7,v,attach something somewhere by means of nails,nail the board onto the wall,nail.v.01
nailing,7,n,g,True,7,v,attach something somewhere by means of nails,nail the board onto the wall,nail.v.01
nails,5,n,s,True,10,n,horny plate covering and protecting part of the dorsal surface of the digits,,nail.n.01
nairobi,7,n,i,True,1,n,the capital and largest city of Kenya; a center for tourist safaris,,nairobi.n.01
naive,5,n,e,True,5,a,marked by or showing unaffected simplicity and lack of guile or worldly experience,a teenager's naive ignorance of life; the naive assumption that things can only get better; this naive simple creature with wide friendly eyes so eager to believe appearances,naive.a.01
naively,7,n,y,True,1,r,in a naive manner,"he believed, naively, that she would leave him her money",naively.r.01
naivete,7,n,e,True,1,n,lack of sophistication or worldliness,,naivete.n.01
naked,5,n,d,True,5,s,completely unclothed,bare bodies; naked from the waist up; a nude model,bare.s.01
nakedly,7,n,y,True,2,r,in an exposed manner; without protection or defense,they were attacked as they huddled nakedly on the bare hill,nakedly.r.01
name,4,n,e,True,15,n,a language unit by which a person or thing is known,his name really is George Washington; those are two names for the same thing,name.n.01
named,5,n,d,True,9,v,assign a specified (usually proper) proper name to,They named their son David; The new school was named after the famous Civil Rights leader,name.v.01
namely,6,n,y,True,1,r,as follows,,namely.r.01
names,5,n,s,True,16,n,verbal abuse; a crude substitute for argument,sticks and stones may break my bones but names can never hurt me,name_calling.n.01
naming,6,n,g,True,12,n,the verbal act of naming,the part he failed was the naming of state capitals,naming.n.01
nan,3,n,n,True,4,n,your grandmother,,nan.n.01
nancy,5,n,y,True,1,n,a city in northeastern France in Lorraine,,nancy.n.01
naomi,5,n,i,True,1,n,the mother-in-law of Ruth whose story is told in the Book of Ruth in the Old Testament,,naomi.n.01
nap,3,n,p,True,6,n,a period of time spent sleeping,he felt better after a little sleep; there wasn't time for a nap,sleep.n.03
napkin,6,n,n,True,2,n,a small piece of table linen that is used to wipe the mouth and to cover the lap in order to protect clothing,,napkin.n.01
napkins,7,n,s,True,2,n,a small piece of table linen that is used to wipe the mouth and to cover the lap in order to protect clothing,,napkin.n.01
naples,6,n,s,True,1,n,a port and tourist center in southwestern Italy; capital of the Campania region,,naples.n.01
napped,6,n,d,True,2,v,take a siesta,She naps everyday after lunch for an hour,nap.v.01
napping,7,n,g,True,2,v,take a siesta,She naps everyday after lunch for an hour,nap.v.01
naps,4,n,s,True,6,n,a period of time spent sleeping,he felt better after a little sleep; there wasn't time for a nap,sleep.n.03
nara,4,n,a,True,1,n,the independent agency that oversees management of federal government records including presidential libraries and historic collections,,national_archives_and_records_administration.n.01
narrow,6,n,w,True,10,n,a narrow strait connecting two bodies of water,,narrow.n.01
narrows,7,n,s,True,5,n,a narrow strait connecting two bodies of water,,narrow.n.01
nary,4,n,y,True,1,s,(used with singular count nouns) colloquial for `not a' or `not one' or `never a',heard nary a sound,nary.s.01
nasal,5,n,l,True,4,n,a consonant produced through the nose with the mouth closed,,nasal_consonant.n.01
nasaled,7,n,d,True,1,v,speak in a nasal voice,"`Come here,' he nasaled",nasale.v.01
nascent,7,n,t,True,1,a,being born or beginning,the nascent chicks; a nascent insurgency,nascent.a.01
nassau,6,n,u,True,1,n,the capital of the Bahamas,,nassau.n.01
nasser,6,n,r,True,2,n,Egyptian statesman who nationalized the Suez Canal (1918-1970),,nasser.n.01
nastier,7,n,r,True,4,a,offensive or even (of persons) malicious; ; ; ; ; ; - Ezra Pound,in a nasty mood; a nasty accident; a nasty shock; a nasty smell; a nasty trick to pull; Will he say nasty things at my funeral?,nasty.a.01
nasty,5,n,y,True,4,a,offensive or even (of persons) malicious; ; ; ; ; ; - Ezra Pound,in a nasty mood; a nasty accident; a nasty shock; a nasty smell; a nasty trick to pull; Will he say nasty things at my funeral?,nasty.a.01
natal,5,n,l,True,4,n,a region of eastern South Africa on the Indian Ocean,Natal was renamed KwaZulu-Natal in 1994,natal.n.01
natchez,7,n,z,True,1,n,a town in southwest Mississippi on the Mississippi River,,natchez.n.01
nation,6,n,n,True,4,n,a politically organized body of people under a single government,the state has elected a new president; African nations; students who had come to the nation's capitol; the country's largest manufacturer; an industrialized land,state.n.04
nations,7,n,s,True,4,n,a politically organized body of people under a single government,the state has elected a new president; African nations; students who had come to the nation's capitol; the country's largest manufacturer; an industrialized land,state.n.04
native,6,n,e,True,7,n,an indigenous person who was born in a particular place,the art of the natives of the northwest coast; the Canadian government scrapped plans to tax the grants to aboriginal college students,native.n.01
natives,7,n,s,True,3,n,an indigenous person who was born in a particular place,the art of the natives of the northwest coast; the Canadian government scrapped plans to tax the grants to aboriginal college students,native.n.01
nato,4,n,o,True,1,n,an international organization created in 1949 by the North Atlantic Treaty for purposes of collective security,,north_atlantic_treaty_organization.n.01
natty,5,n,y,True,1,s,marked by up-to-dateness in dress and manners,a dapper young man; a jaunty red hat,dapper.s.01
natural,7,n,l,True,13,n,someone regarded as certain to succeed,he's a natural for the job,natural.n.01
nature,6,n,e,True,5,n,the essential qualities or characteristics by which something is recognized,it is the nature of fire to burn; the true nature of jealousy,nature.n.01
natures,7,n,s,True,5,n,the essential qualities or characteristics by which something is recognized,it is the nature of fire to burn; the true nature of jealousy,nature.n.01
naught,6,n,t,True,2,n,a quantity of no importance,it looked like nothing I had ever seen before; reduced to nil all the work we had done; we racked up a pathetic goose egg; it was all for naught; I didn't hear zilch about it,nothing.n.01
naughty,7,n,y,True,2,s,suggestive of sexual impropriety,a blue movie; blue jokes; he skips asterisks and gives you the gamy details; a juicy scandal; a naughty wink; naughty words; racy anecdotes; a risque story; spicy gossip,blue.s.05
nausea,6,n,a,True,2,n,the state that precedes vomiting,,nausea.n.01
naval,5,n,l,True,1,a,connected with or belonging to or used in a navy,naval history; naval commander; naval vessels,naval.a.01
navel,5,n,l,True,2,n,a scar where the umbilical cord was attached,you were not supposed to show your navel on television; they argued whether or not Adam had a navel; she had a tattoo just above her bellybutton,navel.n.01
navels,6,n,s,True,2,n,a scar where the umbilical cord was attached,you were not supposed to show your navel on television; they argued whether or not Adam had a navel; she had a tattoo just above her bellybutton,navel.n.01
navy,4,n,y,True,3,n,an organization of military vessels belonging to a country and available for sea warfare,,navy.n.01
nay,3,n,y,True,2,n,a negative,the nays have it,nay.n.01
nazi,4,n,i,True,4,n,a German member of Adolf Hitler's political party,,nazi.n.01
nazis,5,n,s,True,2,n,a German member of Adolf Hitler's political party,,nazi.n.01
nazism,6,n,m,True,1,n,a form of socialism featuring racism and expansionism and obedience to a strong leader,,nazism.n.01
nbs,3,n,s,True,2,n,a soft grey ductile metallic element used in alloys; occurs in niobite; formerly called columbium,,niobium.n.01
near,4,n,r,True,9,v,move towards,We were approaching our destination; They are drawing near; The enemy army came nearer and nearer,approach.v.01
nearby,6,n,y,True,2,s,close at hand,the nearby towns; concentrated his study on the nearby planet Venus,nearby.s.01
neared,6,n,d,True,1,v,move towards,We were approaching our destination; They are drawing near; The enemy army came nearer and nearer,approach.v.01
nearer,6,n,r,True,7,a,not far distant in time or space or degree or circumstances,near neighbors; in the near future; they are near equals; his nearest approach to success; a very near thing; a near hit by the bomb; she was near tears; she was close to tears; had a close call,near.a.01
nearest,7,n,t,True,7,a,not far distant in time or space or degree or circumstances,near neighbors; in the near future; they are near equals; his nearest approach to success; a very near thing; a near hit by the bomb; she was near tears; she was close to tears; had a close call,near.a.01
nearing,7,n,g,True,1,v,move towards,We were approaching our destination; They are drawing near; The enemy army came nearer and nearer,approach.v.01
nearly,6,n,y,True,2,r,(of actions or states) slightly short of or not quite accomplished; all but,the job is (just) about done; the baby was almost asleep when the alarm sounded; we're almost finished; the car all but ran her down; he nearly fainted; talked for nigh onto 2 hours; the recording is well-nigh perfect; virtually all the parties signed the contract; I was near exhausted by the run; most everyone agrees,about.r.07
neat,4,n,t,True,6,s,clean or organized,her neat dress; a neat room,neat.s.01
neatest,7,n,t,True,6,s,clean or organized,her neat dress; a neat room,neat.s.01
